Gene_Id	Gene_desc	Box
Tb927.7.5270	hypothetical protein  conserved	<input id="checkbox_Tb927.7.5270" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5270">
Tb927.9.410	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.410">
Tb927.8.5570	transporter  putative	<input id="checkbox_Tb927.8.5570" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.5570">
Tb927.11.3500	Dpy-30 motif containing protein  putative	<input id="checkbox_Tb927.11.3500" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3500">
Tb927.11.16600	exosome-associated protein 2	<input id="checkbox_Tb927.11.16600" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.16600">
Tb927.10.6110	hypothetical protein  conserved	<input id="checkbox_Tb927.10.6110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.6110">
Tb927.8.1340	60S ribosomal protein L7a  putative	<input id="checkbox_Tb927.8.1340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1340">
Tb927.5.2620	hypothetical protein  conserved	<input id="checkbox_Tb927.5.2620" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2620">
Tb927.10.16420	variant surface glycoprotein  fragment	<input id="checkbox_Tb927.10.16420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.16420">
Tb10.v4.0201	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb10.v4.0201" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0201">
Tb927.3.1450	CorA-like Mg2+ transporter protein  putative	<input id="checkbox_Tb927.3.1450" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1450">
Tb927.11.2710	Cell division cycle 45	<input id="checkbox_Tb927.11.2710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.2710">
Tb927.3.1700	diacylglycerol acyltransferase  putative	<input id="checkbox_Tb927.3.1700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1700">
Tb927.11.10450	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase  putative	<input id="checkbox_Tb927.11.10450" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.10450">
Tb927.3.4630	UDP-glucose:glycoprotein glucosyltransferase  putative	<input id="checkbox_Tb927.3.4630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.4630">
Tb927.1.2700	hypothetical protein  conserved	<input id="checkbox_Tb927.1.2700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.2700">
Tb927.7.5720	hypothetical protein  conserved	<input id="checkbox_Tb927.7.5720" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5720">
Tb927.11.8250	hypothetical protein  conserved	<input id="checkbox_Tb927.11.8250" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8250">
Tb927.11.10090	hypothetical protein  conserved	<input id="checkbox_Tb927.11.10090" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.10090">
Tb11.v5.0818	Peroxisome biogenesis protein 2  putative	<input id="checkbox_Tb11.v5.0818" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0818">
Tb927.4.2800	R3H-associated N-terminal domain containing protein  putative	<input id="checkbox_Tb927.4.2800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2800">
Tb927.9.12610	glycerol kinase  glycosomal	<input id="checkbox_Tb927.9.12610" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12610">
Tb11.v5.1022	protein kinase  putative	<input id="checkbox_Tb11.v5.1022" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.1022">
Tb10.v4.0132	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb10.v4.0132" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0132">
Tb09.v4.0137	variant surface glycoprotein  fragment	<input id="checkbox_Tb09.v4.0137" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0137">
Tb09.v4.0120	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0120" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0120">
Tb09.v4.0207	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0207" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0207">
Tb927.10.12420	predicted S. cerevisiae Got1 homologue	<input id="checkbox_Tb927.10.12420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.12420">
Tb927.11.6565	hypothetical protein	<input id="checkbox_Tb927.11.6565" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.6565">
Tb927.8.2280	Present in the outer mitochondrial membrane proteome 39-4	<input id="checkbox_Tb927.8.2280" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2280">
Tb927.7.7360	cdc2-related kinase 2	<input id="checkbox_Tb927.7.7360" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.7360">
Tb927.1.1540	Tubulin/FtsZ family  putative	<input id="checkbox_Tb927.1.1540" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.1540">
Tb927.10.8000	hypothetical protein  conserved	<input id="checkbox_Tb927.10.8000" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8000">
Tb927.7.5020	60S ribosomal protein L19  putative	<input id="checkbox_Tb927.7.5020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5020">
Tb927.7.220	CDP-DAG synthase	<input id="checkbox_Tb927.7.220" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.220">
Tb927.10.15600	FKBP-type peptidylprolyl cis-trans isomerase  putative	<input id="checkbox_Tb927.10.15600" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15600">
Tb927.11.19630	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.11.19630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.19630">
Tb927.11.3210	hypothetical protein	<input id="checkbox_Tb927.11.3210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3210">
Tb11.v5.0640	minichromosome maintenance (MCM) complex subunit  putative	<input id="checkbox_Tb11.v5.0640" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0640">
Tb927.10.12830	acetyltransferase  putative	<input id="checkbox_Tb927.10.12830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.12830">
Tb927.9.12770	Kinetoplast polyadenylation factor 3	<input id="checkbox_Tb927.9.12770" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12770">
Tb927.11.9850	hypothetical protein  conserved	<input id="checkbox_Tb927.11.9850" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.9850">
Tb927.11.14050	hypothetical protein  conserved	<input id="checkbox_Tb927.11.14050" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.14050">
Tb927.10.14680	ribosome biogenesis protein  putative	<input id="checkbox_Tb927.10.14680" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.14680">
Tb927.1.4740	FAM91 N-terminus/FAM91 C-terminus  putative	<input id="checkbox_Tb927.1.4740" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.4740">
Tb927.11.880	cyclophilin a	<input id="checkbox_Tb927.11.880" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.880">
Tb927.6.390	adenylyl cyclase  pseudogene  putative	<input id="checkbox_Tb927.6.390" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.390">
Tb927.7.1890	hypothetical protein  conserved	<input id="checkbox_Tb927.7.1890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1890">
Tb10.v4.0044	hypothetical protein  conserved	<input id="checkbox_Tb10.v4.0044" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0044">
Tb927.10.8660	Fis1 C-terminal tetratricopeptide repeat  putative	<input id="checkbox_Tb927.10.8660" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8660">
Tb927.9.17990	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.17990" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.17990">
Tb927.7.2810	hypothetical protein  conserved	<input id="checkbox_Tb927.7.2810" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.2810">
Tb927.6.2200	DJ-1 family protein  putative	<input id="checkbox_Tb927.6.2200" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.2200">
Tb09.v4.0076	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0076" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0076">
Tb927.9.360	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.360" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.360">
Tb927.8.2860	hypothetical protein  conserved	<input id="checkbox_Tb927.8.2860" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2860">
Tb927.6.400	peptidase M20/M25/M40  putative	<input id="checkbox_Tb927.6.400" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.400">
Tb927.9.17160	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.17160" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.17160">
Tb927.3.1340	Nuclear cap-binding protein subunit 66	<input id="checkbox_Tb927.3.1340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1340">
Tb927.9.16840	expression site-associated gene 3 (ESAG3  pseudogene)  putative	<input id="checkbox_Tb927.9.16840" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.16840">
Tb927.10.1800	methyltransferase domain containing protein  putative	<input id="checkbox_Tb927.10.1800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.1800">
Tb927.4.330	hypothetical protein  conserved	<input id="checkbox_Tb927.4.330" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.330">
Tb927.8.5310	Polyketide cyclase / dehydrase and lipid transport  putative	<input id="checkbox_Tb927.8.5310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.5310">
Tb927.4.2110	protein phosphatase 2C  putative	<input id="checkbox_Tb927.4.2110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2110">
Tb927.10.3250	Mitochondrial SSU ribosomal protein  putative	<input id="checkbox_Tb927.10.3250" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.3250">
Tb927.10.11280	hypothetical protein	<input id="checkbox_Tb927.10.11280" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.11280">
Tb927.7.300	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative	<input id="checkbox_Tb927.7.300" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.300">
Tb927.11.2540	hypothetical protein  conserved	<input id="checkbox_Tb927.11.2540" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.2540">
Tb927.4.1420	hypothetical protein  conserved	<input id="checkbox_Tb927.4.1420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.1420">
Tb927.8.2240	Tryptophanyl-tRNA synthetase 2	<input id="checkbox_Tb927.8.2240" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2240">
Tb927.6.1420	Uncharacterised protein family (UPF0220)  putative	<input id="checkbox_Tb927.6.1420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1420">
Tb927.9.17640	hypothetical protein  conserved	<input id="checkbox_Tb927.9.17640" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.17640">
Tb927.1.3800	Present in the outer mitochondrial membrane proteome 18	<input id="checkbox_Tb927.1.3800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.3800">
Tb927.6.1150	hypothetical protein	<input id="checkbox_Tb927.6.1150" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1150">
Tb927.8.4020	Zinc finger CCCH domain-containing protein 24	<input id="checkbox_Tb927.8.4020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.4020">
Tb927.9.12330	thioredoxin  putative	<input id="checkbox_Tb927.9.12330" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12330">
Tb927.3.3970	Cell growth-regulating nucleolar protein  putative	<input id="checkbox_Tb927.3.3970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3970">
Tb927.3.4500	Fumarate hydratase class I  cytosolic	<input id="checkbox_Tb927.3.4500" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.4500">
Tb927.6.5320	variant surface glycoprotein  frameshift	<input id="checkbox_Tb927.6.5320" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.5320">
Tb927.4.3990	amino acid transporter  putative	<input id="checkbox_Tb927.4.3990" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.3990">
Tb927.10.6420	hypothetical protein	<input id="checkbox_Tb927.10.6420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.6420">
Tb11.v5.0683	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb11.v5.0683" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0683">
Tb927.9.10560	Archaic Translocase of outer membrane 19 kDa subunit	<input id="checkbox_Tb927.9.10560" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.10560">
Tb927.8.5940	hypothetical protein  conserved	<input id="checkbox_Tb927.8.5940" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.5940">
Tb927.11.3440	hypothetical protein  conserved	<input id="checkbox_Tb927.11.3440" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3440">
Tb927.9.2845	Domain of unknown function (DUF5075)  putative	<input id="checkbox_Tb927.9.2845" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.2845">
Tb927.11.15860	L-Lysine transport protein  putative	<input id="checkbox_Tb927.11.15860" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.15860">
Tb09.v4.0116	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0116" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0116">
Tb927.9.16580	expression site-associated gene 3 (ESAG3  pseudogene)  putative	<input id="checkbox_Tb927.9.16580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.16580">
Tb927.9.17090	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.17090" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.17090">
Tb11.1430.1	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb11.1430.1" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.1430.1">
Tb927.9.12340	hypothetical protein  conserved	<input id="checkbox_Tb927.9.12340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12340">
Tb927.6.1600	hypothetical protein  conserved	<input id="checkbox_Tb927.6.1600" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1600">
Tb927.11.15310	hypothetical protein  conserved	<input id="checkbox_Tb927.11.15310" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.15310">
Tb09.v4.0028	variant surface glycoprotein  fragment	<input id="checkbox_Tb09.v4.0028" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0028">
Tb927.8.530	leucine-rich repeat protein (LRRP)  point mutation	<input id="checkbox_Tb927.8.530" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.530">
Tb927.8.7130	hypothetical protein  conserved	<input id="checkbox_Tb927.8.7130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.7130">
Tb927.6.5480	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.6.5480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.5480">
Tb927.10.6610	chaperone protein DnaJ  putative	<input id="checkbox_Tb927.10.6610" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.6610">
Tb927.11.4010	hypothetical protein  conserved	<input id="checkbox_Tb927.11.4010" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.4010">
Tb927.8.910	hypothetical protein  conserved	<input id="checkbox_Tb927.8.910" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.910">
Tb927.11.2670	Nucleoporin NUP59	<input id="checkbox_Tb927.11.2670" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.2670">
Tb927.3.5420	protein transport protein Sec24	<input id="checkbox_Tb927.3.5420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5420">
Tb927.5.5020	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene)  putative	<input id="checkbox_Tb927.5.5020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.5020">
Tb11.v5.0608	DNA-directed RNA polymerase III largest subunit  putative	<input id="checkbox_Tb11.v5.0608" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0608">
Tb927.10.780	Ring finger domain containing protein  putative	<input id="checkbox_Tb927.10.780" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.780">
Tb927.7.3470	p22 protein precursor  putative	<input id="checkbox_Tb927.7.3470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.3470">
Tb927.10.3580	Mitochondrial SSU ribosomal protein  putative	<input id="checkbox_Tb927.10.3580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.3580">
Tb10.v4.0175	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb10.v4.0175" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0175">
Tb09.v4.0174	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0174" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0174">
Tb927.10.13660	Domain of unknown function DUF21  putative	<input id="checkbox_Tb927.10.13660" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.13660">
Tb09.v4.0180	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb09.v4.0180" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0180">
Tb927.4.5700	variant surface glycoprotein (VSG  atypical)  putative	<input id="checkbox_Tb927.4.5700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5700">
Tb927.6.3960	Nucleotide sugar transporter 4	<input id="checkbox_Tb927.6.3960" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.3960">
Tb927.10.2080	hypothetical protein  conserved	<input id="checkbox_Tb927.10.2080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.2080">
Tb927.3.2240	BRO1-like domain containing protein  putative	<input id="checkbox_Tb927.3.2240" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2240">
Tb927.11.4510	Sister chromatid cohesion C-terminus  putative	<input id="checkbox_Tb927.11.4510" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.4510">
Tb927.5.4370	hypothetical protein  conserved	<input id="checkbox_Tb927.5.4370" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4370">
Tb927.1.5280	expression site-associated gene 3 (ESAG3)  pseudogene	<input id="checkbox_Tb927.1.5280" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.5280">
Tb927.5.4980	variant surface glycoprotein  frameshift	<input id="checkbox_Tb927.5.4980" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4980">
Tb927.5.5690	Variant Surface Glycoprotein  putative	<input id="checkbox_Tb927.5.5690" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.5690">
Tb927.11.10830	hypothetical protein	<input id="checkbox_Tb927.11.10830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.10830">
Tb927.8.480	phosphatidic acid phosphatase protein  putative	<input id="checkbox_Tb927.8.480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.480">
Tb927.3.1910	Histone RNA hairpin-binding protein RNA-binding domain containing protein  putative	<input id="checkbox_Tb927.3.1910" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1910">
Tb927.11.8420	DnaJ domain containing protein  putative	<input id="checkbox_Tb927.11.8420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8420">
Tb927.1.380	Protein of unknown function (DUF1181)  putative	<input id="checkbox_Tb927.1.380" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.380">
Tb927.5.5490	Variant Surface Glycoprotein  putative	<input id="checkbox_Tb927.5.5490" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.5490">
Tb927.9.7700	palmitoyl acyltransferase 1  putative	<input id="checkbox_Tb927.9.7700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.7700">
Tb08.27P2.720	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb08.27P2.720" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb08.27P2.720">
Tb927.5.130	variant surface glycoprotein (VSG)-related  putative	<input id="checkbox_Tb927.5.130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.130">
Tb927.10.10340	structural maintenance of chromosome 2  putative	<input id="checkbox_Tb927.10.10340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10340">
Tb927.4.2020	AP-3 complex subunit mu  putative	<input id="checkbox_Tb927.4.2020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2020">
Tb11.v5.0868	mitotubule-associated protein Gb4  putative	<input id="checkbox_Tb11.v5.0868" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0868">
Tb927.7.5850	hypothetical protein  conserved	<input id="checkbox_Tb927.7.5850" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5850">
Tb927.10.9290	Phosphoseryl-tRNA Kinase  putative	<input id="checkbox_Tb927.10.9290" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.9290">
Tb927.10.3210	delta-1-pyrroline-5-carboxylate dehydrogenase  putative	<input id="checkbox_Tb927.10.3210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.3210">
Tb927.6.2150	cell division cycle protein 16 homolog  putative	<input id="checkbox_Tb927.6.2150" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.2150">
Tb927.9.2220	SUMO1/Ulp2  putative	<input id="checkbox_Tb927.9.2220" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.2220">
Tb927.11.14140	ethanolamine-phosphate cytidylyltransferase	<input id="checkbox_Tb927.11.14140" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.14140">
Tb927.3.3140	hypothetical protein  conserved	<input id="checkbox_Tb927.3.3140" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3140">
Tb927.9.1070	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.1070" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.1070">
Tb927.10.6410	DNA mismatch repair protein MSH6  putative	<input id="checkbox_Tb927.10.6410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.6410">
Tb11.v5.0911	variant surface glycoprotein (VSG  atypical)  putative	<input id="checkbox_Tb11.v5.0911" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0911">
Tb11.v5.0573	RAD50 DNA repair-like protein  putative	<input id="checkbox_Tb11.v5.0573" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0573">
Tb927.2.3620	GTP-binding elongation factor Tu family  putative	<input id="checkbox_Tb927.2.3620" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.3620">
Tb927.11.1250	Mitochondrial SSU ribosomal protein  putative	<input id="checkbox_Tb927.11.1250" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.1250">
Tb927.11.1790	histone H1	<input id="checkbox_Tb927.11.1790" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.1790">
Tb927.4.130	receptor-type adenylate cyclase GRESAG 4  pseudogene  putative	<input id="checkbox_Tb927.4.130" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.130">
Tb927.5.1100	peroxisome targeting signal 1 receptor	<input id="checkbox_Tb927.5.1100" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.1100">
Tb927.7.5800	hypothetical protein	<input id="checkbox_Tb927.7.5800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5800">
Tb927.9.6910	hypothetical protein  conserved	<input id="checkbox_Tb927.9.6910" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.6910">
Tb927.10.10830	RGG-containing protein 2	<input id="checkbox_Tb927.10.10830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10830">
Tb927.9.13655	ADP-ribosylation factor  putative	<input id="checkbox_Tb927.9.13655" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.13655">
Tb927.6.1920	hypothetical protein  conserved	<input id="checkbox_Tb927.6.1920" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1920">
Tb927.4.4970	myosin heavy chain kinase A  putative	<input id="checkbox_Tb927.4.4970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.4970">
Tb927.2.1290	hypothetical protein	<input id="checkbox_Tb927.2.1290" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.1290">
Tb927.5.2210	hypothetical protein  conserved	<input id="checkbox_Tb927.5.2210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2210">
Tb927.11.18540	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb927.11.18540" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.18540">
